DATE,COMMODITY,GOLD,STOCK_US,STOCK_EM,STOCK_EUROPE,GOVBOND_US
6/28/2013,0.00234026,-0.121504441,-0.01333264,-0.063186143,-0.047986166,-0.026500916
7/31/2013,0.04913235,0.07114998,0.05261441,0.010989229,0.073759196,-0.007931022
8/30/2013,0.033760657,0.063328899,-0.02758718,-0.016781642,-0.012656378,-0.011010531
9/30/2013,-0.033916824,-0.049468568,0.033122353,0.06534773,0.072054965,0.013641154
10/31/2013,-0.014428472,-0.002452509,0.044397697,0.048731452,0.042859714,0.0085574
11/29/2013,-0.007795415,-0.056115787,0.028521779,-0.014544319,0.012056622,-0.014218746
12/31/2013,0.019273365,-0.038408335,0.026856404,-0.014376564,0.022519031,-0.018966944
1/31/2014,-0.016364338,0.030729677,-0.033949022,-0.064712937,-0.038522153,0.031979912
2/28/2014,0.045082197,0.06602625,0.047020068,0.03333623,0.073355906,0.005097173
3/31/2014,0.001397295,-0.028746918,0.00686782,0.030920479,-0.009568604,-0.003402571
4/30/2014,0.007416428,0.009464401,0.006009062,0.003722776,0.026171998,0.008779341
5/30/2014,-0.001754052,-0.038724341,0.023865462,0.035132459,0.010821613,0.021098717
6/30/2014,0.021170422,0.0610176,0.021424757,0.027021288,-0.000703375,-0.00318032
7/31/2014,-0.05297171,-0.03065545,-0.01406793,0.020157324,-0.037739495,-0.001496116
8/29/2014,-0.016395809,0.003620846,0.040136307,0.022935241,0.004291333,0.021274802
9/30/2014,-0.060237919,-0.058869848,-0.015622256,-0.073915337,-0.037398187,-0.012092936
10/31/2014,-0.059837566,-0.032995117,0.024132819,0.011906758,-0.026322836,0.017266184
11/28/2014,-0.109203691,0.002595646,0.026519449,-0.010517321,0.026744146,0.014343484
12/31/2014,-0.136303694,0.007358825,-0.003050834,-0.045614591,-0.042764266,0.005175913
1/30/2015,-0.074964783,0.079561384,-0.028229388,0.006075932,9.23E-05,0.049452231
2/27/2015,0.064652434,-0.051666426,0.058502093,0.031083704,0.062887954,-0.029620483
3/31/2015,-0.068054383,-0.025498638,-0.014435328,-0.01402008,-0.025590051,0.007889515
4/30/2015,0.110577897,-0.000655707,0.009144027,0.077165927,0.044634942,-0.007967259
5/29/2015,-0.01987,0.005389699,0.013326263,-0.03985235,-0.005999271,-0.006250626
6/30/2015,-0.00112269,-0.015119025,-0.018940138,-0.025209732,-0.030400348,-0.018100388
7/31/2015,-0.141020924,-0.067273559,0.019984376,-0.068704163,0.031296314,0.016391228
8/31/2015,0.002995489,0.034236032,-0.06066391,-0.090098804,-0.071104752,-0.001129006
9/30/2015,-0.063266064,-0.0152266,-0.026482997,-0.029726863,-0.046537887,0.017882238
10/30/2015,0.002294496,0.023500299,0.082513899,0.071401814,0.07167767,-0.007962988
11/30/2015,-0.089659472,-0.06725948,0.003488015,-0.038939965,-0.018178907,-0.004763779
12/31/2015,-0.086295752,-0.004575345,-0.016801849,-0.021725115,-0.025588251,-0.00354712
1/29/2016,-0.051707465,0.052884531,-0.053151601,-0.064818179,-0.065774475,0.032021773
2/29/2016,-0.02010758,0.106000498,-0.00210816,-0.0015261,-0.017445979,0.018080894
3/31/2016,0.049304681,0.000315169,0.068487491,0.132576059,0.063538385,-0.002721896
4/29/2016,0.101401129,0.04463482,0.004941194,0.00563443,0.026106645,0.002485816
5/31/2016,0.022181468,-0.058152728,0.018292552,-0.037104764,-0.003944587,-0.001840341
6/30/2016,0.000801594,0.084937022,0.002585391,0.040950434,-0.044001572,0.032519679
7/29/2016,-0.095679428,0.022516445,0.037950727,0.050898358,0.041983539,0.002872449
8/31/2016,0.017690719,-0.033690722,0.001512867,0.025184474,0.003089937,-0.009739984
9/30/2016,0.041446282,0.00462311,0.00108154,0.013155869,0.008875109,-0.001362968
10/31/2016,-0.014971946,-0.033147372,-0.018951247,0.002471994,-0.032457016,-0.017719664
11/30/2016,0.025349695,-0.080107787,0.036114268,-0.045969814,-0.021564307,-0.039391801
12/30/2016,0.04715308,-0.018499355,0.018658598,0.002899726,0.052540806,-0.004001721
1/31/2017,-0.014128923,0.049666672,0.020714294,0.054773254,0.020855398,-0.000878016
2/28/2017,0.002323808,0.035510639,0.039317551,0.030688671,0.012139057,0.009139386
3/31/2017,-0.039146061,-0.004327648,0.001411315,0.025493866,0.041439027,-0.000602613
4/28/2017,-0.0210619,0.014313335,0.010809781,0.022099542,0.036480014,0.008035621
5/31/2017,-0.015362869,0.003546309,0.013637896,0.029773179,0.050596572,0.008626785
6/30/2017,-0.019217313,-0.025148713,0.006265409,0.010745715,-0.010634349,-0.007348039
7/31/2017,0.04584773,0.020012687,0.020373094,0.060412354,0.029931168,0.003698626
8/31/2017,-0.007768495,0.039240075,0.003278716,0.022678884,0.000743364,0.018273591
9/29/2017,0.033215865,-0.02747104,0.020393223,-0.003749293,0.033155687,-0.015578698
10/31/2017,0.038180821,-0.010182404,0.022898968,0.035118847,0.00481831,-0.001776284
11/30/2017,0.013820746,0.002531083,0.030440436,0.002062082,0.002390982,-0.001942776
12/29/2017,0.044124079,0.026634776,0.010840179,0.036416789,0.015241383,0.001633041
1/31/2018,0.034192016,0.023427051,0.057392549,0.083420872,0.054127494,-0.024601864
2/28/2018,-0.033396278,-0.017579113,-0.0366951,-0.045976936,-0.058591016,-0.011979089
3/30/2018,0.022215936,0.004062192,-0.024401314,-0.018336502,-0.011031332,0.012359889
4/30/2018,0.050370837,-0.004544354,0.004016402,-0.00423887,0.029371912,-0.013233161
5/31/2018,0.014472696,-0.014110307,0.024384109,-0.035194703,-0.030766065,0.009189324
6/29/2018,0.013552123,-0.036999942,0.006790895,-0.040883026,-0.006370382,-0.00165509
7/31/2018,-0.035305988,-0.023664893,0.035899037,0.022848675,0.033389059,-0.007471777
8/31/2018,0.010773229,-0.020085529,0.033114323,-0.026745802,-0.02777806,0.011334911
9/28/2018,0.039287259,-0.007073985,0.004572728,-0.004975593,0.003732252,-0.019144351
10/31/2018,-0.058433408,0.017818892,-0.069425657,-0.086998299,-0.076220336,-0.001961166
11/30/2018,-0.112809376,0.006048701,0.019482797,0.041281678,-0.009117379,0.013861597
12/31/2018,-0.077518815,0.047246413,-0.090079024,-0.025887905,-0.046016526,0.033372191
1/31/2019,0.089888263,0.031161683,0.082238143,0.087634302,0.06611903,0.008880071
2/28/2019,0.038133527,-0.005007964,0.033477238,0.002339857,0.033730232,-0.004703115
3/29/2019,0.016091924,-0.016426305,0.018488705,0.008587301,0.007168407,0.026163454
4/30/2019,0.028491655,-0.007756485,0.040099261,0.021240682,0.037310639,-0.005682948
5/31/2019,-0.082134513,0.017126729,-0.063225255,-0.072245817,-0.05256253,0.03420516
6/28/2019,0.044304314,0.080123781,0.070236286,0.063222952,0.067521673,0.015378014
7/31/2019,-0.002117832,0.010114868,0.015448736,-0.011399532,-0.019206324,0.001781684
8/30/2019,-0.056228221,0.065461131,-0.017390713,-0.048470819,-0.024996265,0.048790114
9/30/2019,0.017491436,-0.035343815,0.017788176,0.019419208,0.027388904,-0.012179737
10/31/2019,0.012446669,0.029953619,0.021770097,0.042273656,0.03224584,-0.000834436
11/29/2019,-0.000125058,-0.031170595,0.037593721,-0.00131019,0.015171849,-0.007409683
12/31/2019,0.069879422,0.035653077,0.029318729,0.075263898,0.039160965,-0.010933109
1/31/2020,-0.108249246,0.039691096,0.001957631,-0.046575802,-0.025011575,0.037339753
2/28/2020,-0.0838924,-0.012166594,-0.081545029,-0.052676258,-0.092595139,0.038051107
3/31/2020,-0.294253691,0.017650721,-0.126835756,-0.153771392,-0.143509814,0.06111086
4/30/2020,-0.096715413,0.061257782,0.131539198,0.091768007,0.060638271,0.002141272
5/29/2020,0.163731084,0.02721642,0.052017288,0.007893261,0.046544183,-0.000127707
6/30/2020,0.05090704,0.028002729,0.022818592,0.074026237,0.041128996,0.001128913
7/31/2020,0.037966065,0.085498079,0.059361878,0.090256545,0.038774341,0.012609815
8/31/2020,0.045850978,-0.003589142,0.07508071,0.022351889,0.041320371,-0.013138287
9/30/2020,-0.036393405,-0.041918597,-0.037306311,-0.015806188,-0.033162232,0.002072895
10/30/2020,-0.03574684,-0.008139066,-0.026019777,0.020757002,-0.056240211,-0.016409118
11/30/2020,0.120405482,-0.055951848,0.115696265,0.092548545,0.170296701,0.003048823
12/31/2020,0.059707317,0.064198729,0.041240717,0.073987001,0.047204896,-0.00579168
